"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV5731"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV5731"
"ASV5752"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV5752"
"ASV5763"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV5763"
"ASV5768"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV5768"
"ASV5802"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV5802"
"ASV5818"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV5818"
"ASV5865"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"	"ASV5865"
"ASV5869"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV5869"
"ASV5940"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV5940"
"ASV5953"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV5953"
"ASV5954"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas akrokomos"	"NCBI"	"ASV5954"
"ASV5961"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Hapalidiales"	"Hapalidiaceae"	"Lithothamnion"	"Lithothamnion sp."	"NCBI"	"ASV5961"
"ASV5984"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PCC 7376"	"NCBI"	"ASV5984"
"ASV6005"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Neustupella"	"Neustupella aerophytica"	"NCBI"	"ASV6005"
"ASV6018"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV6018"
"ASV6022"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV6022"
"ASV6067"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Aphanizomenonaceae"	"Dolichospermum"	"Dolichospermum circinale"	"NCBI"	"ASV6067"
"ASV6097"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV6097"
"ASV6102"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Compsopogonales"	"Boldiaceae"	"Boldia"	"Boldia erythrosiphon"	"NCBI"	"ASV6102"
"ASV6121"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV6121"
"ASV6131"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Erythropeltidales"	"Erythrotrichiaceae"	"Pseudoerythrocladia"	"Pseudoerythrocladia kornmannii"	"NCBI"	"ASV6131"
"ASV6142"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Prasiolales"	"Prasiolaceae"	"Edaphochlorella"	"Edaphochlorella mirabilis"	"NCBI"	"ASV6142"
"ASV6147"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula sp."	"NCBI"	"ASV6147"
"ASV6160"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV6160"
"ASV6166"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. Pungcheon093006G"	"NCBI"	"ASV6166"
"ASV6188"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas sp. Dumo2 100310C"	"NCBI"	"ASV6188"
"ASV6190"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV6190"
"ASV6212"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Halimedaceae"	"Halimeda"	"Halimeda minima"	"NCBI"	"ASV6212"
"ASV6224"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV6224"
"ASV6246"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6246"
"ASV6248"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas crassisquama"	"NCBI"	"ASV6248"
"ASV6254"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV6254"
"ASV6256"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Fragilaria"	"Fragilaria capucina"	"NCBI"	"ASV6256"
"ASV6294"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"	"ASV6294"
"ASV6300"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Batrachospermales"	"Batrachospermaceae"	"Sheathia"	"Sheathia arcuata"	"NCBI"	"ASV6300"
"ASV6305"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV6305"
"ASV6311"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Cymbellales"	"Gomphonemataceae"	"Gomphonema"	"Gomphonema parvulum"	"NCBI"	"ASV6311"
"ASV6314"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes jurisii"	"NCBI"	"ASV6314"
"ASV6315"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis sp. P2-15"	"NCBI"	"ASV6315"
"ASV6316"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV6316"
"ASV6325"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV6325"
"ASV6327"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Kamptonema"	"Kamptonema sp. PCC 6506"	"NCBI"	"ASV6327"
"ASV6342"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV6342"
"ASV6349"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas akrokomos"	"NCBI"	"ASV6349"
"ASV6352"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV6352"
"ASV6355"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Heteroscytonemataceae"	"Heteroscytonema"	"Heteroscytonema crispum"	"NCBI"	"ASV6355"
"ASV6374"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV6374"
"ASV6386"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV6386"
"ASV6408"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Oscillatoria"	"Oscillatoria acuminata"	"NCBI"	"ASV6408"
"ASV6458"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Zygnematales"	"Zygnemataceae"	"Zygnemopsis"	"Zygnemopsis sp. CCAP 699/1"	"NCBI"	"ASV6458"
"ASV6476"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Monodopsis"	"Monodopsis sp. MarTras21"	"NCBI"	"ASV6476"
"ASV6489"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6489"
"ASV6494"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV6494"
"ASV6496"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV6496"
"ASV6506"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV6506"
"ASV6531"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV6531"
"ASV6539"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6539"
"ASV6541"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV6541"
"ASV6547"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gigartinales"	"Hypneaceae"	"Hypnea"	"Hypnea pannosa"	"NCBI"	"ASV6547"
"ASV6549"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV6549"
"ASV6571"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6571"
"ASV6578"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV6578"
"ASV6587"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6587"
"ASV6589"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6589"
"ASV6632"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV6632"
"ASV6635"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV6635"
"ASV6684"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV6684"
"ASV6694"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV6694"
"ASV6713"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV6713"
"ASV6730"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV6730"
"ASV6743"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6743"
"ASV6771"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV6771"
"ASV6776"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neopyropia"	"Neopyropia katadae"	"NCBI"	"ASV6776"
"ASV6780"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV6780"
"ASV6794"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV6794"
"ASV6800"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV6800"
"ASV6802"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Coelastrum"	"Coelastrum microporum"	"NCBI"	"ASV6802"
"ASV6815"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"uncultured Synechococcus sp."	"NCBI"	"ASV6815"
"ASV6822"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV6822"
"ASV6837"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Stephanodiscales"	"Stephanodiscaceae"	"Discostella"	"Discostella pseudostelligera"	"NCBI"	"ASV6837"
"ASV6841"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"uncultured Leptolyngbya sp."	"NCBI"	"ASV6841"
"ASV6864"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6864"
"ASV6874"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6874"
"ASV6894"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV6894"
"ASV6896"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV6896"
"ASV6920"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"	"ASV6920"
"ASV6935"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV6935"
"ASV6943"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PCC 7376"	"NCBI"	"ASV6943"
"ASV6954"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV6954"
"ASV6958"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV6958"
"ASV6991"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Chloroidium"	"Chloroidium sp."	"NCBI"	"ASV6991"
"ASV7004"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Chlorobotrys"	"Chlorobotrys sp."	"NCBI"	"ASV7004"
"ASV7018"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7018"
"ASV7024"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Neomonodaceae"	"Pseudellipsoidion"	"Pseudellipsoidion edaphicum"	"NCBI"	"ASV7024"
"ASV7059"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Neomonodaceae"	"Pseudellipsoidion"	"Pseudellipsoidion edaphicum"	"NCBI"	"ASV7059"
"ASV7063"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. NS01"	"NCBI"	"ASV7063"
"ASV7074"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7074"
"ASV7081"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7081"
"ASV7085"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Coelastrum"	"Coelastrum sphaericum"	"NCBI"	"ASV7085"
"ASV7094"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV7094"
"ASV7099"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7099"
"ASV7122"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Gayliella"	"Gayliella sp. ARS-2011"	"NCBI"	"ASV7122"
"ASV7128"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7128"
"ASV7154"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV7154"
"ASV7173"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7173"
"ASV7180"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV7180"
"ASV7189"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"Scenedesmus sp. AS-F-7-1"	"NCBI"	"ASV7189"
"ASV7190"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV7190"
"ASV7202"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7202"
"ASV7208"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV7208"
"ASV7226"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7226"
"ASV7227"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7227"
"ASV7251"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV7251"
"ASV7288"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Antithamnion"	"Antithamnion erucacladellum"	"NCBI"	"ASV7288"
"ASV7292"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Cyanothecaceae"	"Cyanothece"	"uncultured Cyanothece sp."	"NCBI"	"ASV7292"
"ASV7304"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7304"
"ASV7309"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Cymbellales"	"Gomphonemataceae"	"Gomphonema"	"Gomphonema parvulum"	"NCBI"	"ASV7309"
"ASV7330"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"	"ASV7330"
"ASV7342"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Marvania"	"Marvania geminata"	"NCBI"	"ASV7342"
"ASV7343"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella desiccata (nom. nud.)"	"NCBI"	"ASV7343"
"ASV7368"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7368"
"ASV7381"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV7381"
"ASV7391"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV7391"
"ASV7425"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV7425"
"ASV7436"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Didymogenes"	"Didymogenes soliella"	"NCBI"	"ASV7436"
"ASV7456"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7456"
"ASV7476"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV7476"
"ASV7483"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula arenaria"	"NCBI"	"ASV7483"
"ASV7511"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Coronastrum"	"Coronastrum ellipsoideum"	"NCBI"	"ASV7511"
"ASV7512"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7512"
"ASV7597"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV7597"
"ASV7616"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV7616"
"ASV7650"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV7650"
"ASV7654"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Chlorobotrys"	"Chlorobotrys sp."	"NCBI"	"ASV7654"
"ASV7683"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV7683"
"ASV7709"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Aphanizomenonaceae"	"Aphanizomenon"	"Aphanizomenon flos-aquae"	"NCBI"	"ASV7709"
"ASV7748"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV7748"
"ASV7749"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Chlorobotrys"	"Chlorobotrys sp."	"NCBI"	"ASV7749"
"ASV7801"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Carteria"	"Carteria radiosa"	"NCBI"	"ASV7801"
"ASV7807"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV7807"
"ASV7828"	"unassigned"	"unassigned"	"Phaeophyceae"	"Ectocarpales"	"Chordariaceae"	"Pilinia"	"Pilinia rimosa"	"NCBI"	"ASV7828"
"ASV7830"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Cyanothecaceae"	"Cyanothece"	"uncultured Cyanothece sp."	"NCBI"	"ASV7830"
"ASV7831"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV7831"
"ASV7838"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV7838"
"ASV7840"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV7840"
