"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV19572"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV19572"
"ASV19575"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV19575"
"ASV19581"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV19581"
"ASV19611"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV19611"
"ASV19614"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Palmariales"	"Palmariaceae"	"Palmaria"	"Palmaria palmata"	"NCBI"	"ASV19614"
"ASV19616"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19616"
"ASV19673"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV19673"
"ASV19706"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium sp."	"NCBI"	"ASV19706"
"ASV19708"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV19708"
"ASV19740"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chaetophorales"	"Aphanochaetaceae"	"Aphanochaete"	"Aphanochaete elegans"	"NCBI"	"ASV19740"
"ASV19741"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Cavernulicolales"	"Cavernulicolaceae"	"Sciadococcus"	"Sciadococcus taiwanensis"	"NCBI"	"ASV19741"
"ASV19756"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV19756"
"ASV19759"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Haematococcus"	"Haematococcus lacustris"	"NCBI"	"ASV19759"
"ASV19761"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira sp."	"NCBI"	"ASV19761"
"ASV19790"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula ramosissima"	"NCBI"	"ASV19790"
"ASV19825"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV19825"
"ASV19834"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Oscillatoria"	"Oscillatoria sp. CCAP 1459/26"	"NCBI"	"ASV19834"
"ASV19886"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV19886"
"ASV19912"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Synechocystis"	"Synechocystis sp. CACIAM 05"	"NCBI"	"ASV19912"
"ASV19931"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19931"
"ASV19935"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. NIES-2120"	"NCBI"	"ASV19935"
"ASV19937"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV19937"
"ASV19953"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV19953"
"ASV19957"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Gloeocapsa"	"Gloeocapsa sp. PCC 7428"	"NCBI"	"ASV19957"
"ASV19966"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19966"
"ASV19993"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"Gloeomargaritaceae"	"Gloeomargarita"	"Gloeomargarita lithophora"	"NCBI"	"ASV19993"
"ASV19999"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19999"
"ASV20000"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20000"
"ASV20024"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20024"
"ASV20042"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Dinobryon"	"Dinobryon ningwuensis"	"NCBI"	"ASV20042"
"ASV20056"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV20056"
"ASV20065"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Xylochloris"	"Xylochloris irregularis"	"NCBI"	"ASV20065"
"ASV20077"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV20077"
"ASV20089"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20089"
"ASV20110"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"Vischeria stellata"	"NCBI"	"ASV20110"
"ASV20114"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20114"
"ASV20126"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV20126"
"ASV20203"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV20203"
"ASV20209"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV20209"
"ASV20213"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gigartinales"	"Hypneaceae"	"Hypnea"	"Hypnea pannosa"	"NCBI"	"ASV20213"
"ASV20223"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV20223"
"ASV20225"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. BL0902"	"NCBI"	"ASV20225"
"ASV20233"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV20233"
"ASV20260"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20260"
"ASV20270"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"	"NCBI"	"ASV20270"
"ASV20271"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20271"
"ASV20281"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium mucronatum"	"NCBI"	"ASV20281"
"ASV20284"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV20284"
"ASV20290"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20290"
"ASV20303"	"unassigned"	"Chlorophyta"	"Pedinophyceae"	"Scourfieldiales"	"Scourfieldiaceae"	"Scourfieldia"	"Scourfieldia sp. M561"	"NCBI"	"ASV20303"
"ASV20310"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV20310"
"ASV20350"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Leptocylindrales"	"Leptocylindraceae"	"Tenuicylindrus"	"Tenuicylindrus belgicus"	"NCBI"	"ASV20350"
"ASV20364"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV20364"
"ASV20392"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20392"
"ASV20399"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20399"
"ASV20422"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Chloroidium"	"Chloroidium sp."	"NCBI"	"ASV20422"
"ASV20460"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20460"
"ASV20465"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20465"
"ASV20473"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Prototheca"	"Prototheca wickerhamii"	"NCBI"	"ASV20473"
"ASV20494"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV20494"
"ASV20502"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20502"
"ASV20526"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Chlorobotrys"	"Chlorobotrys sp."	"NCBI"	"ASV20526"
"ASV20533"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"	"ASV20533"
"ASV20550"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV20550"
"ASV20558"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV20558"
"ASV20578"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium gracile"	"NCBI"	"ASV20578"
"ASV20595"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20595"
"ASV20638"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20638"
"ASV20641"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium yuhuli"	"NCBI"	"ASV20641"
"ASV20658"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20658"
"ASV20705"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp."	"NCBI"	"ASV20705"
"ASV20741"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Dasyaceae"	"Thuretia"	"Thuretia quercifolia"	"NCBI"	"ASV20741"
"ASV20751"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Trichocoleusaceae"	"Trichothermofontia"	"Trichothermofontia sichuanensis"	"NCBI"	"ASV20751"
"ASV20778"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Closteriopsis"	"Closteriopsis acicularis"	"NCBI"	"ASV20778"
"ASV20802"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20802"
"ASV20808"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV20808"
"ASV20826"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV20826"
"ASV20838"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20838"
"ASV20852"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV20852"
"ASV20857"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV20857"
"ASV20858"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Antithamnion"	"Antithamnion erucacladellum"	"NCBI"	"ASV20858"
"ASV20876"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Plectonema"	"Plectonema terebrans"	"NCBI"	"ASV20876"
"ASV20883"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Cyclophorales"	"Cyclophoraceae"	"Astrosyne"	"Astrosyne radiata"	"NCBI"	"ASV20883"
"ASV20898"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas obovoidea"	"NCBI"	"ASV20898"
"ASV20916"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Watanabea"	"Watanabea sichuanensis"	"NCBI"	"ASV20916"
"ASV20964"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20964"
"ASV20973"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20973"
"ASV20999"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV20999"
"ASV21034"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV21034"
"ASV21055"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Dasyaceae"	"Dasya"	"Dasya sp. ARS-2011"	"NCBI"	"ASV21055"
"ASV21067"	"unassigned"	"unassigned"	"Glaucocystophyceae"	"Gloeochaetales"	"Gloeochaetaceae"	"Gloeochaete"	"Gloeochaete wittrockiana"	"NCBI"	"ASV21067"
"ASV21093"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21093"
"ASV21124"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Pseudo-nitzschia"	"Pseudo-nitzschia sp. CNS00097"	"NCBI"	"ASV21124"
"ASV21125"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21125"
"ASV21145"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV21145"
"ASV21163"	"unassigned"	"unassigned"	"Dictyochophyceae"	"Florenciellales"	"unassigned"	"Florenciella"	"Florenciella parvula"	"NCBI"	"ASV21163"
"ASV21181"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Chlorogonium"	"Chlorogonium capillatum"	"NCBI"	"ASV21181"
"ASV21184"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium mucronatum"	"NCBI"	"ASV21184"
"ASV21223"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas obovoidea"	"NCBI"	"ASV21223"
"ASV21224"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV21224"
"ASV21260"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21260"
"ASV21298"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. ULC065"	"NCBI"	"ASV21298"
"ASV21299"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium usitatum"	"NCBI"	"ASV21299"
"ASV21301"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV21301"
"ASV21333"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium yuhuli"	"NCBI"	"ASV21333"
"ASV21335"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV21335"
"ASV21344"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Lithodesmium"	"Lithodesmium sp."	"NCBI"	"ASV21344"
"ASV21358"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV21358"
"ASV21360"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Cyclophorales"	"Cyclophoraceae"	"Astrosyne"	"Astrosyne radiata"	"NCBI"	"ASV21360"
"ASV21402"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"Porphyridium aerugineum"	"NCBI"	"ASV21402"
"ASV21417"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. T812"	"NCBI"	"ASV21417"
"ASV21449"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Geminocystaceae"	"Cyanobacterium"	"Cyanobacterium sp. uoEpiScrs1"	"NCBI"	"ASV21449"
"ASV21461"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV21461"
"ASV21486"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV21486"
"ASV21498"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21498"
"ASV21503"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV21503"
"ASV21522"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Chromulinaceae"	"Ochromonas"	"Ochromonas sp. CCMP1393"	"NCBI"	"ASV21522"
"ASV21530"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV21530"
"ASV21543"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV21543"
"ASV21574"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Lithodesmium"	"Lithodesmium sp."	"NCBI"	"ASV21574"
"ASV21606"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21606"
"ASV21659"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV21659"
"ASV21668"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV21668"
"ASV21678"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV21678"
"ASV21688"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. T812"	"NCBI"	"ASV21688"
"ASV21721"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV21721"
"ASV21759"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Delesseriaceae"	"Hypoglossum"	"Hypoglossum rhizophorum"	"NCBI"	"ASV21759"
"ASV21766"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. NIES-2121"	"NCBI"	"ASV21766"
"ASV21780"	"unassigned"	"unassigned"	"Cryptophyceae"	"Pyrenomonadales"	"Geminigeraceae"	"Teleaulax"	"Teleaulax amphioxeia"	"NCBI"	"ASV21780"
"ASV21808"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21808"
"ASV21820"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Phacotaceae"	"Phacotus"	"Phacotus lenticularis"	"NCBI"	"ASV21820"
"ASV21827"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"Porphyridium aerugineum"	"NCBI"	"ASV21827"
"ASV21834"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV21834"
"ASV21847"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. BL0902"	"NCBI"	"ASV21847"
"ASV21869"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Corallinales"	"Corallinaceae"	"Pneophyllum"	"Pneophyllum conicum"	"NCBI"	"ASV21869"
"ASV21885"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV21885"
"ASV21909"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21909"
"ASV21939"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Trichogloeopsis"	"Trichogloeopsis pedicellata"	"NCBI"	"ASV21939"
"ASV21966"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Synura"	"Synura leptorrhabda"	"NCBI"	"ASV21966"
"ASV21978"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV21978"
"ASV21992"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV21992"
"ASV22015"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV22015"
"ASV22090"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV22090"
"ASV22102"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV22102"
"ASV22117"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Rhopalodiales"	"Rhopalodiaceae"	"Epithemia"	"Epithemia catenata"	"NCBI"	"ASV22117"
"ASV22120"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella vulgaris"	"NCBI"	"ASV22120"
