"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU23219"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23220"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23221"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"album"
"OTU23222"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU23223"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23224"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU23225"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23226"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23227"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Absconditabacteriales (SR1)"	NA	NA	NA
"OTU23228"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Arachidicoccus"	NA
"OTU23229"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23230"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peregrinibacteria"	NA	NA	NA
"OTU23231"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23232"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus Nomurabacteria"	NA	NA	NA
"OTU23233"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23234"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU23235"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"[Nocardioides]"	NA
"OTU23236"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"OLB8"	NA
"OTU23237"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	NA
"OTU23238"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23239"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23240"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"Anaerosporomusa"	"subterranea"
"OTU23241"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23242"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Paucibacter"	NA
"OTU23243"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23244"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU23245"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23246"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23247"	"Bacteria"	"Cyanobacteriota"	"Vampirivibrionia"	"Gastranaerophilales"	"Gastranaerophilaceae"	NA	NA
"OTU23248"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23249"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"glycovorans"
"OTU23250"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23251"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU23252"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23253"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23254"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"OTU23255"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU23256"	"Bacteria"	"Bacillota"	"Desulfitobacteriia"	"Desulfitobacteriales"	"Desulfitobacteriaceae"	"Desulfitobacterium"	"dehalogenans"
"OTU23257"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23258"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"CAG-95"	NA
"OTU23259"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23260"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	NA
"OTU23261"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23262"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23263"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	NA	NA	NA
"OTU23264"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"OTU23265"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU23266"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23267"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23268"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23269"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA	NA
"OTU23270"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Terrimicrobiaceae"	"Terrimicrobium"	"sacchariphilum"
"OTU23271"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriales Incertae Sedis"	NA	NA
"OTU23272"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23273"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU23274"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU23275"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU23276"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU23277"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23278"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23279"	"Bacteria"	"Patescibacteria"	"WWE3"	NA	NA	NA	NA
"OTU23280"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	"parvula"
"OTU23281"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	NA	NA	NA
"OTU23282"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23283"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23284"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	"dejongeii"
"OTU23285"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23286"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU23287"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Pelolinea"	"submarina"
"OTU23288"	"Bacteria"	"Bacillota"	"Clostridia"	NA	NA	NA	NA
"OTU23289"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23290"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU23291"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23292"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	"RBG-16-49-21"	NA
"OTU23293"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU23294"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	NA	NA	NA
"OTU23295"	"Bacteria"	"Actinomycetota"	NA	NA	NA	NA	NA
"OTU23296"	"Bacteria"	"Chloroflexota"	NA	NA	NA	NA	NA
"OTU23297"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23298"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23299"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23300"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23301"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23302"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	NA	NA
"OTU23303"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	NA	NA
"OTU23304"	"Bacteria"	"Acidobacteriota"	NA	NA	NA	NA	NA
"OTU23305"	NA	NA	NA	NA	NA	NA	NA
"OTU23306"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	NA	NA
"OTU23307"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23308"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23309"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23310"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23311"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	NA	NA
"OTU23312"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23313"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	NA	NA
"OTU23314"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA	NA
"OTU23315"	"Bacteria"	"Candidatus Eisenbacteria"	NA	NA	NA	NA	NA
"OTU23316"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23317"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"	"Prolixibacter"	"bellariivorans"
"OTU23318"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23319"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23320"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23321"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Absconditabacteriales (SR1)"	NA	NA	NA
"OTU23322"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23323"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23324"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23325"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23326"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23327"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU23328"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Thermoanaerobaculum"	NA
"OTU23329"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	NA
"OTU23330"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA	NA
"OTU23331"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23332"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU23333"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23334"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23335"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23336"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	NA
"OTU23337"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU23338"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU23339"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	NA	NA	NA
"OTU23340"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23341"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU23342"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23343"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Competibacterales"	"Competibacteraceae"	"Candidatus Competibacter"	"denitrificans"
"OTU23344"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23345"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23346"	"Bacteria"	"Acidobacteriota"	NA	NA	NA	NA	NA
"OTU23347"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU23348"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	NA	NA
"OTU23349"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU23350"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23351"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23352"	"Bacteria"	"Myxococcota"	NA	NA	NA	NA	NA
"OTU23353"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Ruminiclostridium"	NA
"OTU23354"	"Bacteria"	"Bacillota"	NA	NA	NA	NA	NA
"OTU23355"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	NA	NA	NA
"OTU23356"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU23357"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23358"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU23359"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Roizmanbacteria"	NA	NA	NA
"OTU23360"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	NA	NA
"OTU23361"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"	NA
"OTU23362"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23363"	"Bacteria"	"Candidatus Eisenbacteria"	NA	NA	NA	NA	NA
"OTU23364"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	NA
"OTU23365"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Magasanikbacteria"	NA	NA	NA
"OTU23366"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU23367"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	NA
"OTU23368"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anaerobacillus"	NA
"OTU23369"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Chthoniobacterales"	"Terrimicrobiaceae"	"Terrimicrobium"	"sacchariphilum"
"OTU23370"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	NA
"OTU23371"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23372"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23373"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23374"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23375"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalogenimonas"	NA
"OTU23376"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU23377"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23378"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU23379"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23380"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Paraflavitalea"	NA
"OTU23381"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Levilinea"	"saccharolytica"
"OTU23382"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23383"	"Bacteria"	"Patescibacteria"	"WWE3"	NA	NA	NA	NA
"OTU23384"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU23385"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23386"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23387"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU23388"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	NA
"OTU23389"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23390"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23391"	"Bacteria"	"Bacillota"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Herbinix"	NA
"OTU23392"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Polaromonas"	NA
"OTU23393"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA
"OTU23394"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU23395"	"Bacteria"	"Candidatus Eisenbacteria"	NA	NA	NA	NA	NA
"OTU23396"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23397"	"Bacteria"	"Actinomycetota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	NA
"OTU23398"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"glycovorans"
"OTU23399"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU23400"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23401"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU23402"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23403"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	NA	NA	NA	NA
"OTU23404"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Levilinea"	"saccharolytica"
"OTU23405"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23406"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23407"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU23408"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23409"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU23410"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU23411"	"Bacteria"	"Verrucomicrobiota"	NA	NA	NA	NA	NA
"OTU23412"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23413"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23414"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"SWB02"	NA
"OTU23415"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23416"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"OTU23417"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	NA	NA
"OTU23418"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU23419"	"Bacteria"	"Bacillota"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"gorillae"
"OTU23420"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Candidatus Raymondbacteria"	NA	NA
"OTU23421"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA	NA
"OTU23422"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23423"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	NA	NA	NA
"OTU23424"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23425"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23426"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalogenimonas"	NA
"OTU23427"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23428"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23429"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23430"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	NA
"OTU23431"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU23432"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23433"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23434"	"Bacteria"	"Bacillota"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	NA	NA
"OTU23435"	"Bacteria"	"Thermodesulfobacteriota"	NA	NA	NA	NA	NA
"OTU23436"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23437"	"Bacteria"	"Bacillota"	"Desulfitobacteriia"	"Desulfitobacteriales"	"Syntrophobotulaceae"	"Candidatus Dichloromethanomonas"	"elyunquensis"
"OTU23438"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU23439"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Intestinimonas"	NA
"OTU23440"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	NA	NA	NA
"OTU23441"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU23442"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23443"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23444"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23445"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU23446"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU23447"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	NA	NA
"OTU23448"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23449"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU23450"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU23451"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU23452"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23453"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU23454"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23455"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU23456"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU23457"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	NA
"OTU23458"	"Bacteria"	"Bacillota"	"Clostridia"	"Oscillospirales"	NA	NA	NA
"OTU23459"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"OTU23460"	"Bacteria"	"Planctomycetota"	"Brocadiae"	"Brocadiales"	NA	NA	NA
"OTU23461"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	NA	NA	NA	NA
"OTU23462"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"OTU23463"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"SWB02"	NA
"OTU23464"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23465"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Pedosphaerales"	"Pedosphaeraceae"	"Pedosphaera"	"parvula"
"OTU23466"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Opitutales"	"Puniceicoccaceae"	NA	NA
"OTU23467"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23468"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU23469"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"apiculatus"
"OTU23470"	"Bacteria"	NA	NA	NA	NA	NA	NA
