"GRE24SC-02DNA10-12"	"GRE24SC-02DNA12-14"	"GRE24SC-02DNA14-16"	"GRE24SC-02DNA16-18"	"GRE24SC-02DNA18-20"	"GRE24SC-02DNA2-4"	"GRE24SC-02DNA20-22"	"GRE24SC-02DNA22-24"	"GRE24SC-02DNA28-30"	"GRE24SC-02DNA30-32"	"GRE24SC-02DNA34-36"	"GRE24SC-02DNA38-40"	"GRE24SC-02DNA4-6"	"GRE24SC-02DNA50-52"	"GRE24SC-02DNA6-8"	"GRE24SC-02DNA60-62"	"GRE24SC-02DNA8-10"	"MUR23DNAD1110-12"	"MUR23DNAD1113-15"	"MUR23DNAD1122-24"	"MUR23DNAD1128-30"	"MUR23DNAD1131-33"	"MUR23DNAD1134-36"	"MUR23DNAD1137-39"	"MUR23DNAD1143-45"	"MUR23DNAD1146-48"	"MUR23DNAD1152-54"	"MUR23DNAD1164-66"	"MUR23DNAD1170-72"	"MUR23DNAD1176-78"	"NEU24CDNA10-12"	"NEU24CDNA13-15"	"NEU24CDNA16-18"	"NEU24CDNA19-21"	"NEU24CDNA22-24"	"NEU24CDNA25-27"	"NEU24CDNA28-30"	"NEU24CDNA31-33"	"NEU24CDNA34-36"	"NEU24CDNA37-39"	"NEU24CDNA4-6"	"NEU24CDNA40-42"	"NEU24CDNA52-54"	"NEU24CDNA7-9"	"ZUG24N02DNA1-3"	"ZUG24N02DNA10-12"	"ZUG24N02DNA13-15"	"ZUG24N02DNA16-18"	"ZUG24N02DNA19-21"	"ZUG24N02DNA22-24"	"ZUG24N02DNA25-27"	"ZUG24N02DNA31-33"	"ZUG24N02DNA34-36"	"ZUG24N02DNA37-39"	"ZUG24N02DNA4-6"	"ZUG24N02DNA40-42"	"ZUG24N02DNA47-49"	"ZUG24N02DNA7-9"	"ZUG24S03DNA1-3"	"ZUG24S03DNA10-12"	"ZUG24S03DNA13-15"	"ZUG24S03DNA16-18"	"ZUG24S03DNA19-21"	"ZUG24S03DNA22-24"	"ZUG24S03DNA25-27"	"ZUG24S03DNA28-30"	"ZUG24S03DNA31-33"	"ZUG24S03DNA34-36"	"ZUG24S03DNA37-39"	"ZUG24S03DNA4-6"	"ZUG24S03DNA40-42"	"ZUG24S03DNA7-9"
"ASV1807"	0	0.0971532915066954	0	0.00463236097454387	0.0302653372090703	0	0	0.0285507727909466	0.817642655611217	0	0	0	0.0681738058494059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46217594560136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114902581052423	0	0.114632610555887	0	0	0	0	1.64929677223515	0
"ASV1822"	0	0	0	0	0	0	0	0.00534283467432918	0.207289687338055	0	0.130294761167244	0	0	0	0	0	0	0.00586288315273877	0.0562944198156358	0.225812695281897	0	0	0.387496770860243	3.34065934065934	0.137054572638924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132296749391046	0.138215434812163	0.0212494687632809	0	0.161453077699294	0	0	0	0	0	0	0	0	0	0.00656941564160109	0.0119314961670069	0	0	0.00780202710849783	0	0	0.0914886081926573	0	0	0.0153618221169274	0	0
"ASV1853"	0	0.0577457314979555	0	0.0409920244728504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559462473616782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528692920046525	0	0	0	0	0	0	0	0.0319618507664775	0	0	0.0892889462697733	0.0220901335581101	0.0539757393255873	0	0.0284070188369245	0	0	0	0	0	0	0	0.0344787563068814	0	0.0264096739755385
"ASV1872"	0	0	0	0	0.29899492473576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212842781399061	0	0	0	0	0	0	0	0	0	0.00498982480320536	0	0	0	0	0.0783003323769211	0	0.195010345529157	0	0	0	0	0	0	0	0	0	0.0567709201169929
"ASV1897"	0	0	0	0	0	0	0	0	0	0	0	0.552380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0.19519893678877	0.481466234719264	0.359746284199565	0.625905916458031	0.550625711035267	0.323946801396835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205939015478642	0.0425565115008972	0.322857887807689	0	0	0	0	0	0	0.00612493685716977
"ASV1905"	0	0	0	0	0.909955633011168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV1907"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101800971106646	0	0	0.164902040335563	0.131853865346776	0.113131241147703	0	0.573137303762771	0	0	0.880660605262002	0.698521046643914	1.24972137603091	0	0	1.1411332633788	0	0	0	10.3151862464183	0	0	0	0.460122699386503	0	0	0	0.128465821630148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV1917"	0	0	0	0	0	0	0	0	0	0	0	0	0.0940891909496938	0	0	0	0	0.0586288315273877	0.374709731897826	0	0	0	0	0	0	0	0	0.263539333245487	0.862343572241183	0.0118879560145627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0589118412800973	0	0	0	0	0	0	0	0	0	0.00957506921696163	0	0	0.0244337994859853	0	0	0	0	0.0509311543656857	0	0	0	0	0	0	0	0	0
"ASV1918"	0	0	0	0	0	0	0	0	0	0	0	0	0.0252149692867666	0	0	0	0	0.00319793626513024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09116544775586	0	0	0	0.0297926143382406	0.0221939717621658	0	0	0	0.0652533176347091	0.250110248082327	0	0	0	0	0.102070773621362	0	0
"ASV1938"	0.014168319637291	0.333988825420607	0.102854053037427	0.0256964929531301	0	0	0	0.0217052658644623	0	0	0	0	0	0	0.210774410774411	0	0.0446865923035938	0	0	0	0	0.124754041828103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515611084359939	0	0	0	0	0	0	0	0	0	0	0
"ASV1959"	0	0	0	0	0	0	0	0	0	0	0	0.453968253968254	0	0	0	0	0	0	0	0.0976985538770657	0	0.139967949368116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072374104078631	0	0.210723898569202	1.71092993881334	0.74167507568113	0	0	0	0	0	0	0	0	0.0142423229519394	0	0.0183233691136177	0.0122841162538052	0	0	0	0.256712465892762	0	0.226586102719033	0	0	0	0.00625665592936696
"ASV1964"	0	0	0	0	0	0	0	0	0	0	0.995648646655358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46617872742297	0	0	0	0	0
"ASV1972"	0.0485770958992835	0.11237007210413	0.026742053789731	0.00471976401179941	0.0219506841296554	0.0391343079149138	0	0.0312221901281112	0	0	0	0	0.0712089410413315	0	0.0457912457912458	0	0.121169413746283	0	0.0949968334388854	0.171433311520134	0.0392623905560863	0.225165831592186	0.071263773951309	0	0	0	0.0378680299157436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120373156786037	0	0.163578274760383	0	0	0.281189877164422	0	0	0	0	0	0.0168906598489821	0	0	0	0	0	0	0	0	0	0
"ASV1992"	0	0	0	0	0	0.203910341240867	0	0	0	0	0	0	0	0	0	0	0	0.283017359464026	0	0	0	0.110554394790758	0.081062542869614	0.278388278388278	0	0	0.234308435103664	0.221812272148285	0.16382252559727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319618507664775	0	0	0	0	0	0	0	0	0	0	0	0	0.764970175846309	0	0	0	0
"ASV1995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026103747039336	0	0.0515406639288644	0	0	6.6963758706174	0	0	0	0	0
"ASV1996"	0	0	0	0	0	0	0	0.00968388784722164	3.08055507571832	3.44890455498496	1.0521916562185	0.73968253968254	0	0.137592875190754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17716244812257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2008"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84890622350348	4.87219319305183	5.1810073452256	5.26964906379639	25.3186358939029	0	0	0	12.8813559322034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2015"	0	0	0	0.209155468152518	0	0	0	0	0	0	0	0	0	0	0.0441077441077441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2020"	0	0	0	0	0	0.00566417614557963	0	0	0	0	0	0	0	0	0	0	0	0.393346160611019	0	0	0	0	0.264566760794235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443169076984474	0	0	0	0	0	0	0	0	0	0.0024274823366945	0	0	0	0.0418549898995771	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2024"	0	0	0.0546595824713184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46714294622257	1.41077969649398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2049"	0.0493361130227098	0	0	0	0	0	0	0	0.662175390107675	0	0	0	0.0280166325408518	0	0	0	0	0	0	0	0	0.106497352780088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138727884304745	0	0	0	0	0	0	0	0	0	0.0121374116834725	0	0	0	0.132686131174701	0	0	0	0.123563409287185	0	0	0	0	0	0	0	0	0
"ASV2051"	0	0.0581359053594282	0	0.0771768818966459	0.189241504087483	0	0	0	0	0	0	0	0	0	0.130639730639731	0	0	0	0	0	0.611184546323077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11288182026532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132646661979058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2077"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274109145277847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226582680019939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330981481182492	0	1.93856998992951	0	0	0	0
"ASV2083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426479361381779	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158249158249158	0	0	0	0.10203363591584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304061116284373	0	0	0	0.11810829874838	0	0	0	0	0	0	0	0	0	0.012498365039457	0	0	0.00460654359517695	0.155007861112956	0.0371187350313381	0	0.250254290650177	0	1.00027112866992	0	0	0	0
"ASV2145"	0	0	0	0	0	0.419663959877036	0	0	0	0	0	0	0.32499293747388	0	0.038047138047138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01752637262231	0.953983282919583	0.312411246804885	0.107611894408574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201440489538397	0	0	0	0	0.991422805247225	0	0.971739439440733	0	0	0	0	0	0	0.00581319304160793	0	0	0	0	0	0	0	0	0	0	0.0245789153870838	0	0
"ASV2179"	0.0182164109622313	0	0.0520147639646417	0.0211515350158418	0.0156315477893	0	0.026998940418942	0.0217052658644623	0	0	0	0	0.0189112269650749	0	0	0	0.0549988828351924	0	0	0	0	0.248493823153539	0.303761836467455	0.307692307692308	0	0	0	0.125181183291606	0	0.17237536221116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200099164187562	0.10990633355752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0706871175149121	0	0	0	0
"ASV2200"	0.0837448892847023	0	0	0	0	0.053037285726791	0	0	0	0	0	0	0	0	0	0	0	0.135379301890513	0	0	0.185841981965475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725064576063806	0	0	0	0	0	0	0	0.0872545039911855	0	0	0.065156798629294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2208"	0	0.0483815588226114	0.152223998495392	0.0346990057904512	0	0.0252313301030365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151055120013293	0	0	0	0	0	0	0	0	0	0	0	0.013225014169658	0	0	0.101343959093893	0	0	0.163521243276476	0	0	0	0	0	0	0.00461016752690197
"ASV2246"	0.0311197020604785	0.121734244779474	0.148991442542787	0.0222003714629083	0.153322202784411	0.0550969861433654	0	0.0106856693486584	0	0	0	0	0.0249814973489261	0	0.028956228956229	0	0	0	0	0	0	0.094326226748078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172745384819136	0	0	0	0	0	0	0	0	0	0
"ASV2266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998999360246715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653890243311752	0.607956557667336	0.877294910527539	0	0	0	0
"ASV2268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55237145942354	0.252367059834261	0.3692132916785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581562212051178	0	0	0.380928355196771	0	0	0	0	0.00323664311559266	0	0	0	0	0.0438552882020397	0.0805375991272963	0	0	0.105209153432774	0	0	0.416125605005312	0	0	0.12323595076024	0	0.00401743170201458
"ASV2270"	0	0.23215344757624	0.192484013541471	0.00550639134709931	0	0	0	0	0	0	0	0	0.0114401249541811	0	0	0	0	0	0.22869608050102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163425396306586	0	0	0	0	0	0	0	0	0.0062035659715526	0	0	0.0286569253230691	0.00741182112805011	0	0	0	0	0	0	0	0	0	0	0.0791987273583811	0	0.0121840141782409
"ASV2291"	0	0.0421387770390486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656200681119694	0	0	0.784029516405323	0	0	0	0	2.82004197271773	0	0	0	0	0	0	0	0	0	0	0	0	0.529965213737072	0.0203924412017945	0.814562969259102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210750515515519
"ASV2299"	0	0.0378468645628492	0.126657419597517	0.0258712990276412	0	0	0	0	0	0	0	0	0	0	0.0390572390572391	0	0	0	0	0	0.405711369079559	0	0.0427582643707854	0	0.186892599053078	0	0	0	0.650739476678043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143191775811485	0	0	0	0	0	0	0	0	0.00525954506283808	0	0	0	0	0	0	0	0	0	0.0769322384706257	0	0	0	0	0	0	0
"ASV2304"	0.0159393595919524	0.0585260792209008	0.0575982697009592	0.0298044357041407	0.0262743037309511	0.202880491032579	0	0	0	0	0	0	0.0581345125222674	0	0.071043771043771	0	0.0322259079112456	0	0	0	0	0.146053512384121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193838961631288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0491364650152208	0	0	0	0	0	0	0	0	0	0
"ASV2327"	0.0356738048010363	0.0378468645628492	0.00117547489185631	0.00183546378236644	0.0392451625348384	0.225537195614898	0	0	0	0	0	0	0.0494960508221714	0	0.145454545454545	0	0.152535964113229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0200278685660472	0	0	0	0	0	0	0	0	0.0286754012849311	0	0.00638837500156416
"ASV2346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663218633452959	0.570522687263242	0	0.229222873602856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144429030235077	0	0	0	0	0	0	0	0	0	0.0107888103853089	0	0	0	0	0	0	0	0	0	0.0994646932528174	0	0	0	0	0.0576921763946828	0	0.0136987835085087
"ASV2373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101385291759219	0	0	0	0.0460491889063318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106531215776847	0	0	0.0312081084339913	0	1.08497344075431	1.39889033171999	0	0.729552451920932	0.0385752422047287	0	0
"ASV2376"	0	0	0	0	0	0	0	0.0218722294480351	0.437611562158116	0.960223647026649	0.368758758020503	1.09206349206349	0	1.17579366072099	0.0111111111111111	1.20410147063435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00539440519265444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780561136728292	0
"ASV2379"	0	0	0	0	0	0.0700298141635299	0	0	0	0	0	0	0.0268492728516496	0	0.0555555555555556	0	0	0.213195751008682	0.107311237773556	0.0921684470538356	0	0.39454733553766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02850572965166	0	0	0	0	0	0	0	0	0	0.00755216726971621	0	0	0	0.0529000566786322	0	0	0	0	0	0	0	0	0	0	0	0	0.00889103737331095
"ASV2389"	0.0387098732947415	0.0304335611948684	0	0.00935212498634328	0	0	0	0.110863819492331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345512375478309	0	0	0	0	1.10724042728495	0
"ASV2406"	0.0900700319799215	0	0	0	0	0	0	0	0	0	0	0	0.0196116427785962	0.670452555474946	0	0	0.0889435058350377	0	0	0.350240098804575	0	0	0	0	0	0	0	0	0.450511945392491	0.422022438516977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011597971164207	0	0	0	0	0.0182878327320247	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00950190988388666	0.0498058350648643	0	0	0	0	0	0	0	0	0.00741730713989985	0	0	0.0606320209467042	0.00755715095409031	0.0221939717621658	0.049430484120457	0	0.0343231692464404	0.076601720701615	0.0675973643465749	0	0	0.544193973196994	0	0	0	0.00467602706300057
"ASV2428"	0	0	0	0.169998907462034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276243093922652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139490787697385	0.13519472869315	0.644202980447874	0	0.867611743744674	0	0	0	0
"ASV2454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365478860370463	0	0	0.0900426055255414	0	0.1753473512148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0513587408045196	0	0.405177080428471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800813730080566	2.52626608428757	0	0	0	0	0
"ASV2458"	0.0364328219244626	0.0522832974373381	0	0.115372009177319	0	0.0267761054154673	0.0644408672263428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2460"	0	0	0.112845589618206	0	0	0	0	0	0.403063280935107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45155121121972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.492435862247122	0	0.639089007669068	0.506447726562849	0	0	0
"ASV2476"	0	0	0	0.0114497978804763	0.581027957189514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2501"	0	0	0	0	0	0	0	0	0	0.862985809353064	0.971064729453991	0.857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953133921904511	1.07394766780432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2503"	0	0	0	0	0	0	0	0	0	0	0.548221353590481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38647830474268	0.453548858604531	0.609921563053226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2517"	0	0	0	0.0189664590844532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238246251752203	0.12666244458518	0	0	0	0.03919507567322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228425913608635	0	0	0	0	0	0	0	0	0	0.00984478947659435	0	0	0.0383097843792608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89309087714675	1.65642775881684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631309904153355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2531"	0	0	0	0	0.0179596506515362	0.0597313120806579	0	0.0275489912895098	0	0	0	0	0	0	0.0865319865319865	0	0	0	0.184716065020055	0.15668635999152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307861880237928	0	0.0702406308061812	0	0	0	0	0	0	0	0	0	0	0.0455494286714046	0.0187475475591856	0.0275205249850856	0	0	0	0.0536684895039093	0	0	0	0	0	0	0	0.00829830154842355
"ASV2545"	0.0341557705541837	0.0167774760433249	0	0.068523981208347	0.0399103347811916	0	0.109524003586274	0	0	0	0	0	0	0	0	0	0	0.0127917450605209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435801056817563	0	0	0	0	0	0	0	0	0.0133511528518197	0	0	0	0	0	0.0374989879534501	0.0138196307855308	0	0	0	0	0	0	0	0	0	0
"ASV2561"	0	0.0979336392296407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268484579646534	0	0	0	0	0	0	0	0	0	0	0	0	0.0242700809487131	0	0.0860772223476923	0.213436519909865	0	0	0	0	0	0	0	0.0955846709497703	0	0
"ASV2565"	0.0407339189572117	0	0.143995674252398	0.0724571178848465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260440524022039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203924412017945	0	0	0	0	0	0	0	0	0	0	0	0	0.00692451918979574	0	0	0	0	0	0	0	0	0	0	0	0.00349055541322578
"ASV2599"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13367189876218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119798932660156	0	0	0	0	0	0	0	0	0
"ASV2619"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452826237746862	0	0	0	0.299028158484924	0.268475595568363	0	0.86309131637897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03450479233227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250850420934608	0	0	0	0	0	0	0	0	0	0.0505725486811354	0	0	0	0.105509453705184	0	0	0	0	0	0	0	0	0	0	0.0809055964824841	0	0.0230508376345099
"ASV2639"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214008966062844	0	0	0	0	0	0.289893266570036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276243093922652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161651055160655	0.18677580047616	0.121675255823835	0	0	0	0	0	0	0
