"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"classifier"
"OTU18533"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus polymyxa"	"NCBI"
"OTU18534"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU18535"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus lentus"	"NCBI"
"OTU18536"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Aureliella"	"Aureliella helgolandensis"	"NCBI"
"OTU18537"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Niveibacterium"	"Niveibacterium microcysteis"	"NCBI"
"OTU18538"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Candidatus Branchiomonas"	"Candidatus Branchiomonas cysticola"	"NCBI"
"OTU18539"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"	"Asticcacaulis sp. AND118"	"NCBI"
"OTU18540"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU18541"	NA	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	"Dehalococcoides mccartyi"	"NCBI"
"OTU18542"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Azonexaceae"	"Dechloromonas"	"Dechloromonas sp. ZY10"	"NCBI"
"OTU18543"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18544"	NA	"Actinomycetota"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	NA	"uncultured Acidimicrobiaceae bacterium"	"NCBI"
"OTU18545"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"
"OTU18546"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU18547"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
"OTU18548"	NA	"Candidatus Saccharibacteria"	"Candidatus Saccharimonadia"	NA	NA	NA	"Candidatus Saccharimonadia bacterium"	"NCBI"
"OTU18549"	NA	"Candidatus Eisenbacteria"	NA	NA	NA	NA	"Candidatus Eisenbacteria bacterium"	"NCBI"
"OTU18550"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	NA	"uncultured Planctomycetaceae bacterium"	"NCBI"
"OTU18551"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU18552"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Criblamydiaceae"	"Criblamydia"	"Criblamydia sequanensis"	"NCBI"
"OTU18553"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18554"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Sporomusa"	"Sporomusa silvacetica"	"NCBI"
"OTU18555"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU18556"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	"Endozoicomonas montiporae"	"NCBI"
"OTU18557"	NA	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Psychroflexus"	"Psychroflexus torquis"	"NCBI"
"OTU18558"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18559"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18560"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	"Rhodoferax sediminis"	"NCBI"
"OTU18561"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18562"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU18563"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Usitatibacteraceae"	"Usitatibacter"	"Usitatibacter rugosus"	"NCBI"
"OTU18564"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Aureliella"	"Aureliella helgolandensis"	"NCBI"
"OTU18565"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU18566"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18567"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Janthinobacterium"	"Janthinobacterium sp. 17J80-10"	"NCBI"
"OTU18568"	NA	"Actinomycetota"	"Rubrobacteria"	"Gaiellales"	"Gaiellaceae"	NA	"uncultured Gaiellaceae bacterium"	"NCBI"
"OTU18569"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylocystis"	"Methylocystis sp. SS37A-Re"	"NCBI"
"OTU18570"	NA	"Candidatus Saccharibacteria"	NA	NA	NA	NA	"uncultured Candidatus Saccharibacteria bacterium"	"NCBI"
"OTU18571"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU18572"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18573"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Heteroscytonemataceae"	"Heteroscytonema"	"Heteroscytonema crispum"	"NCBI"
"OTU18574"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18575"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Turicimonas"	"Turicimonas muris"	"NCBI"
"OTU18576"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus sp. JNUCC-31"	"NCBI"
"OTU18577"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18578"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18579"	NA	"Armatimonadota"	"Armatimonadia"	"Capsulimonadales"	"Capsulimonadaceae"	NA	"Capsulimonadaceae bacterium"	"NCBI"
"OTU18580"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctopirus"	"Planctopirus ephydatiae"	"NCBI"
"OTU18581"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU18582"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18583"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU18584"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	NA	NA	"Sorangiineae bacterium MSr11367"	"NCBI"
"OTU18585"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Criblamydiaceae"	"Estrella"	"Estrella lausannensis"	"NCBI"
"OTU18586"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Sporomusa"	"Sporomusa paucivorans"	"NCBI"
"OTU18587"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18588"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli"	"NCBI"
"OTU18589"	NA	"Bacteroidota"	"Saprospiria"	"Saprospirales"	"Saprospiraceae"	"Candidatus Parvibacillus"	"Candidatus Parvibacillus calidus"	"NCBI"
"OTU18590"	NA	"Actinomycetota"	"Actinomycetes"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycolicibacterium"	"Mycolicibacterium sp. YH-1"	"NCBI"
"OTU18591"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU18592"	NA	"Candidatus Saccharibacteria"	NA	NA	NA	NA	"uncultured Candidatus Saccharibacteria bacterium"	"NCBI"
"OTU18593"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU18594"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18595"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU18596"	NA	"Thermodesulfobacteriota"	"Syntrophia"	"Syntrophales"	"Syntrophaceae"	"Syntrophus"	"Syntrophus buswellii"	"NCBI"
"OTU18597"	NA	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Salibacteraceae"	NA	"Salibacteraceae bacterium"	"NCBI"
"OTU18598"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	"Methylomonas rapida"	"NCBI"
"OTU18599"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU18600"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18601"	NA	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Phnomibacter"	"Phnomibacter ginsenosidimutans"	"NCBI"
"OTU18602"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	NA	"uncultured Kofleriaceae bacterium"	"NCBI"
"OTU18603"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Thiobacillaceae"	"Thiobacillus"	"Thiobacillus denitrificans"	"NCBI"
"OTU18604"	NA	"Nitrospirota"	"Nitrospiria"	"Candidatus Troglogloeales"	"Candidatus Manganitrophaceae"	"Candidatus Manganitrophus"	"Candidatus Manganitrophus sp."	"NCBI"
"OTU18605"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus sporium"	"NCBI"
"OTU18606"	NA	"Verrucomicrobiota"	"Spartobacteria"	"Chthoniobacterales"	NA	NA	"uncultured Chthoniobacterales bacterium"	"NCBI"
"OTU18607"	NA	"Chloroflexota"	"Chloroflexia"	NA	NA	NA	"uncultured Chloroflexia bacterium"	"NCBI"
"OTU18608"	NA	"Verrucomicrobiota"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"Ruficoccus"	"uncultured Ruficoccus sp."	"NCBI"
"OTU18609"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU18610"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"Minicystis rosea"	"NCBI"
"OTU18611"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Symmachiella"	"Symmachiella dynata"	"NCBI"
"OTU18612"	NA	"Candidatus Kerfeldbacteria"	NA	NA	NA	NA	"Candidatus Kerfeldbacteria bacterium"	"NCBI"
"OTU18613"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	"Candidatus Endoriftia"	"Candidatus Endoriftia persephone"	"NCBI"
"OTU18614"	NA	"Actinomycetota"	"Actinomycetes"	"Actinomycetales"	"Actinomycetaceae"	"Trueperella"	"Trueperella bernardiae"	"NCBI"
"OTU18615"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU18616"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18617"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	NA	NA	"Ignavibacteriales bacterium"	"NCBI"
"OTU18618"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU18619"	NA	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"
"OTU18620"	NA	"Bacteroidota"	"Bacteroidia"	"Marinilabiliales"	"Marinifilaceae"	"Marinifilum"	"uncultured Marinifilum sp."	"NCBI"
"OTU18621"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	"Candidatus Peribacterales"	NA	"Candidatus Peribacter"	"Candidatus Peribacter riflensis"	"NCBI"
"OTU18622"	NA	"Streptophyta"	"Magnoliopsida"	"Poales"	"Cyperaceae"	"Carex"	"Carex extensa"	"NCBI"
"OTU18623"	NA	"Armatimonadota"	"Armatimonadia"	"Capsulimonadales"	"Capsulimonadaceae"	NA	"Capsulimonadaceae bacterium"	"NCBI"
"OTU18624"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU18625"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Aquirufa"	"Aquirufa nivalisilvae"	"NCBI"
"OTU18626"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thiodictyon"	"Candidatus Thiodictyon syntrophicum"	"NCBI"
"OTU18627"	NA	"Candidatus Berkelbacteria"	NA	NA	NA	NA	"uncultured Candidatus Berkelbacteria bacterium"	"NCBI"
"OTU18628"	NA	"Actinomycetota"	"Actinomycetes"	"Candidatus Nanopelagicales"	"Candidatus Nanopelagicaceae"	"Candidatus Planktophila"	"Candidatus Planktophila dulcis"	"NCBI"
"OTU18629"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18630"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18631"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU18632"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18633"	NA	"Verrucomicrobiota"	"Opitutae"	NA	NA	NA	"Opitutae bacterium ISCC 51"	"NCBI"
"OTU18634"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Candidatus Electronema"	"Candidatus Electronema sp. GS"	"NCBI"
"OTU18635"	NA	"Elusimicrobiota"	"Elusimicrobia"	"Elusimicrobiales"	"Elusimicrobiaceae"	"Candidatus Avelusimicrobium"	"Candidatus Avelusimicrobium excrementipullorum"	"NCBI"
"OTU18636"	NA	"Thermodesulfobacteriota"	"Desulfomonilia"	"Desulfomonilales"	"Desulfomonilaceae"	"Desulfomonile"	"Desulfomonile tiedjei"	"NCBI"
"OTU18637"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU18638"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU18639"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"uncultured Desulfobulbus sp."	"NCBI"
"OTU18640"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Parachlamydia"	"Parachlamydia acanthamoebae"	"NCBI"
"OTU18641"	NA	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	"Fluviispira"	"Fluviispira sanaruensis"	"NCBI"
"OTU18642"	NA	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Nitrospira sp. DNF"	"NCBI"
"OTU18643"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula staleyi"	"NCBI"
"OTU18644"	NA	"Armatimonadota"	"Armatimonadia"	"Capsulimonadales"	"Capsulimonadaceae"	NA	"Capsulimonadaceae bacterium"	"NCBI"
"OTU18645"	NA	"Fibrobacterota"	NA	NA	NA	NA	"Fibrobacterota bacterium"	"NCBI"
"OTU18646"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomyces"	"Planctomyces sp. SH-PL14"	"NCBI"
"OTU18647"	NA	"Candidatus Berkelbacteria"	NA	NA	NA	NA	"uncultured Candidatus Berkelbacteria bacterium"	"NCBI"
"OTU18648"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18649"	NA	"Bacillota"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Breznakia"	"Breznakia pachnodae"	"NCBI"
"OTU18650"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula staleyi"	"NCBI"
"OTU18651"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18652"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU18653"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Pelobacter"	"Pelobacter propionicus"	"NCBI"
"OTU18654"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU18655"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU18656"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Immundisolibacter"	"Immundisolibacter cernigliae"	"NCBI"
"OTU18657"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18658"	NA	"Actinomycetota"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Raoultibacter"	"Raoultibacter timonensis"	"NCBI"
"OTU18659"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU18660"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	"Verrucomicrobiae bacterium"	"NCBI"
"OTU18661"	NA	"Candidatus Moranbacteria"	NA	NA	NA	NA	"Candidatus Moranbacteria bacterium"	"NCBI"
"OTU18662"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	"Melioribacter"	"Melioribacter roseus"	"NCBI"
"OTU18663"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli"	"NCBI"
"OTU18664"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	NA	NA	"Opitutales bacterium"	"NCBI"
"OTU18665"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium zucineum"	"NCBI"
"OTU18666"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Legionella spiritensis"	"NCBI"
"OTU18667"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	"Haliangium"	"Haliangium ochraceum"	"NCBI"
"OTU18668"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18669"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU18670"	NA	NA	"Deltaproteobacteria"	"Bradymonadales"	"Microvenatoraceae"	"Microvenator"	"Microvenator marinus"	"NCBI"
"OTU18671"	NA	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	"Dehalococcoides mccartyi"	"NCBI"
"OTU18672"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter metallireducens"	"NCBI"
"OTU18673"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. IPPAS B-1204"	"NCBI"
"OTU18674"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Caulifigura"	"Caulifigura coniformis"	"NCBI"
"OTU18675"	NA	"candidate division NC10"	NA	NA	NA	"Candidatus Methylomirabilis"	"Candidatus Methylomirabilis oxyfera"	"NCBI"
"OTU18676"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"Ramlibacter tataouinensis"	"NCBI"
"OTU18677"	NA	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Poriferisphaera"	"Poriferisphaera corsica"	"NCBI"
"OTU18678"	NA	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	"Bacteroidales bacterium"	"NCBI"
"OTU18679"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18680"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU18681"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU18682"	NA	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	"Bacteroidales bacterium"	"NCBI"
"OTU18683"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Reichenbachiellaceae"	"Reichenbachiella"	"Reichenbachiella sp. BKB1-1"	"NCBI"
"OTU18684"	NA	"candidate division Zixibacteria"	NA	NA	NA	NA	"uncultured candidate division Zixibacteria bacterium"	"NCBI"
"OTU18685"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU18686"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU18687"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU18688"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	NA	NA	"Opitutales bacterium"	"NCBI"
"OTU18689"	NA	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"
"OTU18690"	NA	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Pseudobdellovibrionaceae"	"Bdellovibrio"	"Bdellovibrio sp. ZAP7"	"NCBI"
"OTU18691"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU18692"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter sulfurreducens"	"NCBI"
"OTU18693"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU18694"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	"uncultured Verrucomicrobiae bacterium"	"NCBI"
"OTU18695"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Sporomusa"	"Sporomusa malonica"	"NCBI"
"OTU18696"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geomonas"	"Geomonas paludis"	"NCBI"
"OTU18697"	NA	"Candidatus Eisenbacteria"	NA	NA	NA	NA	"Candidatus Eisenbacteria bacterium"	"NCBI"
"OTU18698"	NA	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Candidatus Nitrospira bockiana"	"NCBI"
"OTU18699"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU18700"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Desulfuromonadales"	"Desulfuromonadaceae"	"Pelobacter"	"Pelobacter propionicus"	"NCBI"
"OTU18701"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	NA	"uncultured Kofleriaceae bacterium"	"NCBI"
"OTU18702"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Sporomusa"	"Sporomusa sphaeroides"	"NCBI"
"OTU18703"	NA	"Spirochaetota"	"Spirochaetia"	NA	NA	NA	"Spirochaetia bacterium"	"NCBI"
"OTU18704"	NA	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Schleiferiaceae"	"Owenweeksia"	"Owenweeksia sp."	"NCBI"
"OTU18705"	NA	"Actinomycetota"	"Actinomycetes"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycobacteroides"	"Mycobacteroides chelonae"	"NCBI"
"OTU18706"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU18707"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU18708"	NA	"Candidatus Parcubacteria"	NA	NA	NA	NA	"Candidatus Parcubacteria bacterium"	"NCBI"
