"GRE24SC-02DNA10-12"	"GRE24SC-02DNA12-14"	"GRE24SC-02DNA16-18"	"GRE24SC-02DNA18-20"	"GRE24SC-02DNA2-4"	"GRE24SC-02DNA20-22"	"GRE24SC-02DNA22-24"	"GRE24SC-02DNA28-30"	"GRE24SC-02DNA30-32"	"GRE24SC-02DNA34-36"	"GRE24SC-02DNA38-40"	"GRE24SC-02DNA4-6"	"GRE24SC-02DNA50-52"	"GRE24SC-02DNA6-8"	"GRE24SC-02DNA60-62"	"GRE24SC-02DNA8-10"	"MUR23DNAD1110-12"	"MUR23DNAD1113-15"	"MUR23DNAD1122-24"	"MUR23DNAD1128-30"	"MUR23DNAD1131-33"	"MUR23DNAD1134-36"	"MUR23DNAD1137-39"	"MUR23DNAD1143-45"	"MUR23DNAD1146-48"	"MUR23DNAD1152-54"	"MUR23DNAD1164-66"	"MUR23DNAD1170-72"	"MUR23DNAD1176-78"	"NEU24CDNA10-12"	"NEU24CDNA13-15"	"NEU24CDNA16-18"	"NEU24CDNA19-21"	"NEU24CDNA22-24"	"NEU24CDNA25-27"	"NEU24CDNA28-30"	"NEU24CDNA31-33"	"NEU24CDNA34-36"	"NEU24CDNA37-39"	"NEU24CDNA4-6"	"NEU24CDNA40-42"	"NEU24CDNA52-54"	"NEU24CDNA7-9"	"ZUG24N02DNA1-3"	"ZUG24N02DNA10-12"	"ZUG24N02DNA13-15"	"ZUG24N02DNA16-18"	"ZUG24N02DNA19-21"	"ZUG24N02DNA22-24"	"ZUG24N02DNA25-27"	"ZUG24N02DNA31-33"	"ZUG24N02DNA34-36"	"ZUG24N02DNA37-39"	"ZUG24N02DNA4-6"	"ZUG24N02DNA40-42"	"ZUG24N02DNA47-49"	"ZUG24N02DNA7-9"	"ZUG24S03DNA1-3"	"ZUG24S03DNA10-12"	"ZUG24S03DNA13-15"	"ZUG24S03DNA16-18"	"ZUG24S03DNA19-21"	"ZUG24S03DNA22-24"	"ZUG24S03DNA25-27"	"ZUG24S03DNA28-30"	"ZUG24S03DNA31-33"	"ZUG24S03DNA34-36"	"ZUG24S03DNA37-39"	"ZUG24S03DNA4-6"	"ZUG24S03DNA40-42"	"ZUG24S03DNA7-9"
"ASV2632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253363788172518	0	0.0449632839289391	0	0	0	0.335061749852747	0	0	1.35421229376551	0
"ASV2655"	0	0.0483717446596034	0.0346678566095535	0	0.0252300309454053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150963904530427	0	0	0	0	0	0	0	0	0	0	0	0.0132291285057191	0	0	0.101345515269007	0	0	0.163565469655064	0	0	0	0	0	0	0.00461038918270972
"ASV2669"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.815277037408673	0	0.106437329700272	0	0.20004838379515	0.345335366250961	0	0	0	0	0	0	0	0	1.11345348733632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2701"	0	0.0378391873546897	0.0258480744494404	0	0	0	0	0	0	0	0	0	0	0.0390623684591579	0	0	0	0	0	0.403977220897351	0	0.0427422729984595	0	0.187351679920063	0	0	0	0.650339950428633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143148329676827	0	0	0	0	0	0	0	0	0.00525837497337105	0	0	0	0	0	0	0	0	0	0.0769530457629138	0	0	0	0	0	0	0
"ASV2708"	0.0311197020604785	0.121709551079002	0.0221804422640468	0.155978792297828	0.0550941492073136	0	0.0106901136492707	0	0	0	0	0.0249833638815275	0	0.0289600317886861	0	0	0	0	0	0	0.0940619595230148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172748037390353	0	0	0	0	0	0	0	0	0	0
"ASV2730"	0	0	0	0	0	0	0	0	0	0	0	0	0.884889388826397	0	1.14765921419836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212388554357466	0	0	0	0	0	0	0	0	0.0734824194996724	0	0	0.014473481867441	0	0.00799002844450126	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84397028906657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4333465103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165819324551885	0	0	0	0	0	0	0
"ASV2753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943484005433872	0.56035549995439	0.173964054171597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2781"	0	0	0	0	0	0	0.0633055167667751	0	0	0	0	0	0	0	0	0	0	0	0.183300147012301	0	0	0.17275002003544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267874444777968	0	0.027928322338129	0	0	0	0	0	0	0	0	0	0	0	0	0.0143820512001023	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313800395661368	0.357789720597405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287396363129659	0	0	0	0	0	1.17376190691165	0	0	0	0	0.0100308776581826	0	0	0	0	0.124240652961542	0	0	0.522784230240642	0	0	0	0	0
"ASV2801"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95124016180114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097119239365665	0.0143690395095368	0	0	0	0.24071770286535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224178613360285	0.0746860850487794	0	0	0	0	0	0	0	0	0	0	0	0	0.00479737627130471	0	0.0110852455381887	0.0153553811013647	0	0.146958943788796	0	0	0	0	0	0	0	0.0131725405220278
"ASV2857"	0.0247945593652593	0.365128653237006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222176890055699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2860"	0.020746468040319	0.00234056828998081	0.00043662287921352	0.00947376612654922	0.0144171605402316	0	0.00350769354116696	0	0	0	0.0846819721490403	0	0.117485314335708	0.00134697822272958	0	0	0	0.110780917547346	0.0939762175037683	0.201988610448675	0.186101081206825	0.0828131539345153	0.0562101844526793	0.84516424497273	0.282763927913095	0.0756966456923878	0	0.145530618277736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270462587618609	0.055567359079543	0	0.084006836418412	0	0	0	0
"ASV2866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139432901907357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0800108694011262	0	0	0	0	0	0	0	0.0186065575980822	0	0	0	0	0	0	0	0.17856747236192	0.0511161543613202	0	0	0	0	0	0	0	0
"ASV2874"	0	0	0	0	0.203899841926133	0	0	0	0	0	0	0.0894264333329442	0	0	0	0.242132898144535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00523350138687787	0.0282314338372378	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2876"	0	0	0	0	0	0	0	0.386783069952481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444158015745837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498471897625313	0	0.637293241794849	0.482588545431353	0	0	0
"ASV2889"	0	0	0	0	0	0	0	3.2047740081777	0	0.710634342808458	1.75950319909673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2892"	0	0	0	0	0	0	0.0143648402162075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04458680607632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2895"	0	0	0.0213071965056198	0.0561658991788275	0	0	0	0	0	0.685462009139493	0.840546982812696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0827932062260491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00819726610098146	0	0	0.12257505679311	0	0.20277512238927	0	0.0399242463018887	0	0
"ASV2910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132170235263019	0	0.00243702505704854	0.0913464610345815	0.00901541958728697	0.223903770408747	0.994367943086583	0.283885171344978	0.363535864620094	0.00443602736687653	0.0681364676108434	0
"ASV2938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586469686648501	0	0	0	0.374225000252855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2947"	0	0.232106355423097	0.00550144827809035	0	0	0	0	0	0	0	0	0.0114409797214472	0	0	0	0	0	0.228595544145316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163375811044205	0	0	0	0	0	0	0	0	0.00620218586602739	0	0	0.0286454328626436	0.00741412696474365	0	0	0	0	0	0	0	0	0	0	0.0791660268550272	0	0.0121845999828757
"ASV2952"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404461852861035	0	0	1.80486597078332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2953"	0	0	0	0	0	0	0	0	0	0	0	0.0263843001739496	0	0	0	0.0541029552630645	0.511431369209809	0.175842726265628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219773107861405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2954"	0	0	0	0.118422076581865	0	0	0	0	0	0	0	0.169513291383074	0	0.109105236041096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459008231028956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2955"	0	0.0846505531543059	0	0	0	0	0	0.668582163775003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.693049417436722	0	0.873207709538212	0	0	0	0	0	0	0	0.0163351692643137	0	0.0238008407071153	0	0	0	0	0	0	0	0	0	0
"ASV2968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25136017410229	0	0	0	0	0	0	1.60583941605839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04505439934992	0	0	0	0	0	0.0383521365336061	0	0	0	0	0	0	0	0	0	0.0361706846837624	0	0
"ASV2975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110338510221926	1.16158041550439	1.79322440360077	0.127738089605904	0.120788861070848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2981"	0	0	0	0.0537974576471902	0	0	0.0255560529427878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123393108191482	0	0	0.395520213164578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8612896745681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54749283045103	0	0	0	0
"ASV2989"	0	0	0	0	0.191542275748791	0	0	0	0	0	0	0.134723373454592	0	0.0926047528126589	0	0.093128037747898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3006"	0	0	0	0.00744367338514581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394841746921626	0.283691568482122	1.28210915985734	0	0	0.065906412893691	0	0	0	0	0	0	0	0	0	0	0.639224433436652	0	0	0	0
"ASV3018"	0	0	0	0	0.0525196562537008	0	0	0	0	0	0	0.0287191939946531	0	0	0	0	0.316118869209809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0806284162583561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244959767213991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49656884216674	0
"ASV3061"	0.0597093470428693	0.080359511289341	0.00759723809831525	0.0551508528081258	0.0247151323546827	0.0479183552789205	0	0	0	0	0	0.0184456611835577	0	0.0831759052535518	0	0	0	0	0.09676759030091	0.048216636042587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3071"	0.329160425859207	0.0335481454897249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3080"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194465638200867	0	0	0	0	0	0	0	0	0.0795870568706369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084539786537039	0.00870898070089877	0.175219429887892	0	0	0	0	0	0.0192807082356939	0	0	0	0.0206432554704627	0.0158025007013469	0.0532944497028301	0	0	0.0496962611846169	0.0244704245940646	0	0	0	0	0	0	0.00856215133931806
"ASV3095"	0	0.206750198948305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585405313351499	0	0.338686566053185	0.0547323976699636	0.33275682454916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3102"	0.0247945593652593	0.0347184296347153	0	0	0.0278045238990181	0	0	0	0	0	0	0.0217145125325426	0	0	0	0.090023769822968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264513217881094	0	0	0	0	0	0	0	0	0	0	0	0.107646521389092	0.0138106286598166	0	0.0490308937266037	0	0.00642488424130979	0	0	0	0	0	0	0.0474313695381413	0	0.00434693837226917
"ASV3107"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165717703879301	0.14719559265158	0	0	0	0	0	0	0	0
"ASV3130"	0	0	0	0	0.187937985613733	0	0	0	0	0	0	0	0	0.289600317886861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017098368815615	0	0	0	0	0	0	0	0	0	0.0113257307118761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333681028610354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113229197934517	0	0	0	0	0	0	0	0	0	0.0453029228475044	0	0	0	0.0132291285057191	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3152"	0	0	0	0.454064076493895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1851046790985	0	0	0	0	0	0
"ASV3160"	0	0	0	0	0	0	0	0	0	0	0	0	2.06474190726159	0	1.59919726568624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0638544639482909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816879055221024	0	0.224691702083188	0	0	0	0	0	0	0	0	0	0.0286454328626436	0	0	0.0486045381289811	0	0.0374415667855639	0.0877967280928232	0	0.488665893081864	0	0	0	0	0	0
"ASV3185"	0	0.0526627865245682	0.0282058379971934	0.044323691520641	0	0	0	0	0	0	0	0	0	0.0286232872330037	0	0.0146344059318125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122348327969512	0.0599044640495418	0	0	0	0	0	0	0	0	0.0151009742825015	0	0	0	0.0100308776581826	0	0	0	0	0	0	0	0	0	0	0	0	0.00250278269918528
"ASV3186"	0	0	0	0	0	0	0	0	0.610510916047715	0	0	0	0	0	3.47119877081308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3213"	0.0407339189572117	0	0.0723920733736016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25932731276959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203801271116076	0	0	0	0	0	0	0	0	0	0	0	0	0.00692469131856776	0	0	0	0	0	0	0	0	0	0	0	0.00349072323833736
"ASV3235"	0	0	0	0	0.0272896253082955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237907858196061	0	0.0403052545978175	0	0.0115165358260235	0.0146221503422912	0	0	0	0	0	0	0	0	0.00882560214975861
"ASV3240"	0	0.219623324543199	0	0	0	0	0	0	0	0	0	0.0396931949519596	0	0	0	0	0	0.126606762911252	0	0	0	0.205697188805086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104919913648647	0	0	0	0	0	0	0	0.0163144454302025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3245"	0	0	0	0	0	0	0	0.878550116034921	0	0.708698009449307	0	0	0.747406574178228	0	0.968925402151077	0	0	0	0	0	0	0	0	0	0	0.376117708284052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3246"	0	0	0	0	0	0	0	0	0.663965788881386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0807656889237783	0	0	0	0	0	0	0	0.0144268236448898	0	0	0	0.0228238810483285	0	0.0324030254193207	0	0.026807275627534	0	0.113980661924985	0	0	0	0	0	0	0.00882560214975861
"ASV3261"	0	0	0	0	0	0	0	0	0	0	0	0.0399266843340299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124476808414632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177556187655584	0	0	0	0.00378638180454224	0.0260803209489373	1.24209390883684	0	0	0	0	0.0571859638876722	0.00599350593752264
"ASV3270"	0	0	0	0.0429702963597054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409301373717736	0	0	0.150508676730554	0.10013555327308	0	0	0	0	0.0365119175581375	0	0
"ASV3278"	0	0	0	0	0	0	0	0.375732125096696	1.08316452847175	0	0	0	2.04474440694913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166603894809137	0.122110813196487	0	0	0	0	0	0	0	0
"ASV3315"	0	0	0	0	0.140052416676536	0	0	0	0	0	0	0.0354903860746933	0	0.0447870259057587	0	0.0203994749352538	0.0553474114441417	0.473016933654539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280423711181669	0.00668725177212172	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3316"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641596594254314	0	0	0	1.08842371392454	0	0	0	0.0175279165779035	0	0	0.00241224697790683	0.0341631340532305	0	0	0	0	0	0	0	0	0	0	0.0962276705737831	0	0
"ASV3332"	0	0	0	0	0	0	0	0	0.256020706729687	0.497637673301836	1.79400326182411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565359322515021	0	0.18191327284717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3351"	0.161670647289803	0.0382292820696865	0.012400089769664	0	0.0386173943041918	0	0	0	0	0	0	0.0177451930373466	0	0	0	0.0403554830240891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189985120791474	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3356"	0	0	0	0	0	0	0	0	0.57956335809138	0	0.740183163969389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44812427270544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26269417610226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155785138097825	0	0	0	0	0	0	0	0	0	0	0	0	0.0470388160691832	0.0174450046229262	0.0484728392299743	0.0554262276909434	0.0372367991708094	0.00952655249573521	0	0	0	0	0	0	0.124208766272543	0	0
"ASV3395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532186648501362	0.522252897008915	0.69412136888922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3407"	0	0	0	0	0	0	0	0	0	0.747424676632329	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14155460260627	0	0.132469129961679	0.0592963499802346	0.507083248061487	0.253867395112681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768380875853757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2165167439369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV3425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48056454359673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11056945167431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
